brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
vw, Tiguan,2019,Manual,12178.0,Petrol,145.0,40.9,1.5,21495
audi, A4,2017,Manual,14417.0,Diesel,,74.3,2.0,19495
vw, Golf,2016,Semi-Auto,23788.0,Diesel,20.0,58.9,1.6,12498
merc, E Class,2018,Semi-Auto,15961.0,Diesel,145.0,72.4,2.0,22499
bmw, 3 Series,2015,Automatic,91969.0,Diesel,20.0,68.9,2.0,9350
vw, Amarok,2018,Automatic,4980.0,Diesel,260.0,33.6,3.0,30999
merc, E Class,2017,Semi-Auto,18701.0,Diesel,145.0,54.3,3.0,24299
vw, Sharan,2016,Automatic,30000.0,Diesel,145.0,54.3,2.0,16990
bmw, 4 Series,2017,Automatic,62368.0,Diesel,,58.9,2.0,16500
merc, C Class,2019,Semi-Auto,1000.0,Diesel,145.0,57.7,2.0,33999
bmw, 4 Series,2019,Semi-Auto,8268.0,Diesel,150.0,60.1,2.0,25590
ford, Kuga,2017,Manual,28808.0,Diesel,145.0,60.1,2.0,13490
merc, E Class,2018,Semi-Auto,11574.0,Diesel,145.0,57.7,2.0,30000
toyota, RAV4,2017,Manual,37100.0,Diesel,150.0,60.1,2.0,14897
ford, EcoSport,2019,Manual,5152.0,Petrol,,51.4,1.0,15795
toyota, Aygo,2019,Manual,8490.0,Petrol,145.0,56.5,1.0,8490
audi, A6,2019,Automatic,7500.0,Diesel,145.0,47.9,2.0,31500
audi, A1,2016,Automatic,34748.0,Petrol,30.0,56.5,1.4,13990
vw, Golf,2017,Manual,23257.0,Diesel,30.0,64.2,1.6,10600
audi, A1,2019,Manual,9600.0,Petrol,150.0,52.3,1.0,16690
skoda, Kodiaq,2019,Automatic,24855.0,Diesel,145.0,,2.0,31950
ford, Focus,2019,Automatic,11228.0,Petrol,145.0,48.7,1.0,16300
merc, GLC Class,2019,Automatic,6148.0,Diesel,,40.9,2.0,38999
merc, E Class,2019,Semi-Auto,6995.0,Diesel,,48.7,3.0,35949
audi, A5,2019,Automatic,10.0,Petrol,145.0,39.8,2.0,28985
skoda, Superb,2020,Semi-Auto,111.0,Diesel,150.0,53.3,2.0,23495
bmw, 3 Series,2018,Automatic,44155.0,Diesel,145.0,60.1,2.0,16100
skoda, Fabia,2017,Manual,26000.0,Petrol,150.0,57.7,1.0,5995
merc, E Class,2015,Automatic,32533.0,Diesel,125.0,56.5,2.1,17802
bmw, 5 Series,2019,Semi-Auto,3829.0,Petrol,145.0,50.4,2.0,27840
vw, Golf,2018,Semi-Auto,17171.0,Petrol,145.0,44.8,2.0,23490
toyota, Yaris,2016,Manual,11664.0,Petrol,,58.0,1.3,8699
toyota, Yaris,2017,Automatic,21709.0,Hybrid,0.0,86.0,1.5,11995
ford, Fiesta,2016,Manual,15728.0,Petrol,0.0,65.7,1.0,10498
bmw, X2,2020,Semi-Auto,1501.0,Diesel,145.0,61.4,2.0,31995
audi, A5,2015,Manual,47820.0,Diesel,30.0,61.4,2.0,15965
vauxhall, Astra,2006,Manual,64000.0,Petrol,195.0,43.5,1.4,2495
vw, Polo,2019,Automatic,10763.0,Other,145.0,45.6,1.0,14995
vauxhall, Corsa,2019,Manual,1825.0,Petrol,150.0,43.5,1.4,9995
vw, Golf,2010,Manual,56610.0,Diesel,125.0,58.9,1.6,3750
vauxhall, Mokka,2016,Manual,30267.0,Petrol,160.0,44.8,1.4,9491
vauxhall, Mokka X,2017,Manual,23428.0,Diesel,145.0,68.9,1.6,12000
vw, Golf,2019,Automatic,5870.0,Diesel,145.0,52.3,2.0,18690
vauxhall, Mokka X,2019,Manual,10710.0,Petrol,145.0,39.2,1.4,12298
audi, A5,2015,Semi-Auto,43417.0,Diesel,160.0,50.4,2.0,18990
toyota, Yaris,2016,Manual,22000.0,Petrol,,55.0,1.3,8750
ford, Fiesta,2019,Manual,,Petrol,145.0,,1.0,16980
merc, A Class,2013,Manual,58358.0,Diesel,,72.4,1.5,9999
hyundi, I30,2016,Manual,12668.0,Petrol,145.0,,1.4,9998
vw, Touareg,2018,Automatic,28500.0,Diesel,145.0,34.0,3.0,37995
ford, C-MAX,2016,Manual,37172.0,Diesel,20.0,68.9,1.5,8330
vw, Tiguan,2016,Manual,19390.0,Diesel,125.0,58.9,2.0,18995
merc, GLA Class,2017,Semi-Auto,14577.0,Diesel,125.0,56.5,2.1,19990
audi, A8,2018,Semi-Auto,7500.0,Diesel,145.0,50.4,3.0,37970
hyundi, Tucson,2016,Semi-Auto,12489.0,Diesel,125.0,57.6,1.7,14998
skoda, Superb,2018,Semi-Auto,20153.0,Diesel,,61.4,2.0,16990
vauxhall, Mokka X,2017,Manual,17255.0,Petrol,200.0,42.2,1.6,9700
vauxhall, Astra,2018,Manual,14024.0,Petrol,150.0,51.4,1.4,11200
bmw, Z4,2014,Manual,31074.0,Petrol,205.0,41.5,2.0,3076
vauxhall, Mokka X,2017,Manual,28092.0,Petrol,200.0,42.2,1.6,10500
audi, A3,2019,Semi-Auto,5800.0,Petrol,145.0,44.8,1.0,18999
ford, Focus,2016,Manual,23784.0,Petrol,,60.1,1.0,8999
bmw, X6,2017,Semi-Auto,19311.0,Diesel,150.0,,3.0,32990
ford, Focus,2017,Manual,35013.0,Diesel,145.0,74.3,1.5,9347
vauxhall, Mokka X,2019,Manual,11437.0,Petrol,150.0,39.2,1.4,14500
merc, A Class,2017,Manual,16200.0,Diesel,145.0,68.9,1.5,16299
ford, B-MAX,2015,Manual,55864.0,Diesel,20.0,70.6,1.6,6700
ford, Focus,2016,Manual,39094.0,Petrol,20.0,61.4,1.0,7995
ford, EcoSport,2019,Semi-Auto,5091.0,Petrol,150.0,44.1,1.0,18991
merc, A Class,2017,Manual,18233.0,Diesel,,,1.5,14499
ford, Fiesta,2015,Manual,19110.0,Petrol,125.0,54.3,1.2,7799
ford, Ka+,2019,Manual,2500.0,Petrol,145.0,,1.2,9999
vauxhall, Corsa,2015,Manual,15903.0,Petrol,30.0,55.4,1.4,7998
hyundi, Tucson,2019,Semi-Auto,13084.0,Petrol,145.0,36.2,1.6,17500
toyota, Aygo,2014,Semi-Auto,24500.0,Petrol,0.0,67.0,1.0,6890
vw, Golf,2019,Automatic,12233.0,Diesel,145.0,52.3,2.0,18850
audi, A4,2019,Semi-Auto,9000.0,Diesel,150.0,44.1,2.0,29990
vauxhall, Mokka X,2019,Automatic,13936.0,Petrol,145.0,,1.4,14377
ford, Fiesta,2019,Manual,,Petrol,145.0,,1.0,14995
bmw, 4 Series,2019,Semi-Auto,3214.0,Diesel,150.0,65.7,2.0,24998
audi, A1,2016,Manual,10000.0,Petrol,30.0,58.9,1.4,16290
toyota, Yaris,2019,Automatic,6821.0,Petrol,,47.9,1.5,14000
ford, Fiesta,2017,Manual,39592.0,Petrol,150.0,65.7,1.0,7990
vw, Polo,2016,Manual,20017.0,Petrol,20.0,60.1,1.2,10200
vw, Golf,2018,Semi-Auto,16600.0,Diesel,150.0,57.7,2.0,20995
vauxhall, Astra,2017,Semi-Auto,20000.0,Petrol,150.0,,1.4,11450
audi, RS3,2020,Automatic,415.0,Petrol,145.0,29.7,2.5,41990
bmw, 2 Series,2018,Manual,13369.0,Diesel,145.0,65.7,1.5,13799
vw, Arteon,2019,Automatic,3500.0,Other,145.0,47.1,2.0,27495
skoda, Fabia,2017,Manual,9888.0,Petrol,150.0,58.8,1.0,8500
audi, A1,2019,Automatic,500.0,Petrol,145.0,44.1,1.0,23946
bmw, 1 Series,2019,Manual,1501.0,Diesel,145.0,68.9,2.0,16480
vauxhall, Mokka X,2019,Manual,6431.0,Petrol,145.0,39.2,1.4,13990
vw, Passat,2016,Manual,52538.0,Diesel,20.0,67.3,2.0,11699
bmw, 5 Series,2019,Automatic,123.0,Petrol,145.0,48.7,2.0,35810
ford, Focus,2015,Automatic,67331.0,Petrol,160.0,44.8,1.6,7499
audi, A4,2018,Manual,16001.0,Petrol,145.0,52.3,1.4,18750
vauxhall, Grandland X,2019,Manual,12765.0,Petrol,145.0,44.1,1.2,17995
bmw, 3 Series,2015,Semi-Auto,27536.0,Petrol,200.0,41.5,3.0,22072
vw, Golf,2017,Manual,62465.0,Diesel,20.0,67.3,2.0,14500
vw, Scirocco,2018,Manual,27885.0,Petrol,145.0,,2.0,16725
vauxhall, Corsa,2013,Manual,30726.0,Petrol,125.0,51.4,1.2,5800
ford, B-MAX,2013,Automatic,32482.0,Petrol,160.0,44.1,1.6,6992
audi, TT,2016,Manual,44871.0,Diesel,30.0,62.8,2.0,16499
skoda, Fabia,2019,Manual,1200.0,Petrol,145.0,47.9,1.0,9950
hyundi, Tucson,2019,Semi-Auto,10610.0,Petrol,145.0,36.2,1.6,18395
vauxhall, Viva,2018,Manual,24584.0,Petrol,,61.4,1.0,6390
vw, T-Cross,2019,Manual,1000.0,Petrol,150.0,48.7,1.0,17465
audi, A3,2016,Manual,29709.0,Petrol,20.0,,1.4,14298
ford, Fiesta,2017,Manual,16520.0,Petrol,,62.8,1.0,10995
merc, C Class,2019,Semi-Auto,7926.0,Diesel,145.0,57.7,2.0,30740
hyundi, I10,2016,Manual,32723.0,Petrol,30.0,57.6,1.2,6891
audi, Q2,2019,Manual,3000.0,Diesel,,,1.6,18940
vw, Tiguan,2014,Manual,73572.0,Diesel,160.0,48.7,2.0,9550
ford, Fiesta,2016,Manual,50211.0,Diesel,0.0,88.3,1.5,7220
audi, A6,2018,Semi-Auto,15552.0,Diesel,145.0,56.5,2.0,24850
vw, T-Roc,2018,Manual,11877.0,Petrol,145.0,,1.0,16999
merc, C Class,2015,Automatic,55000.0,Diesel,30.0,64.2,2.1,12495
audi, Q2,2019,Manual,3696.0,Petrol,145.0,40.9,1.5,22990
vauxhall, Grandland X,2019,Manual,11795.0,Petrol,150.0,44.1,1.2,18299
vw, Golf,2017,Manual,28339.0,Diesel,150.0,60.1,2.0,17500
skoda, Superb,2017,Manual,23324.0,Diesel,145.0,,2.0,17695
toyota, Aygo,2018,Manual,10164.0,Petrol,145.0,68.9,1.0,7990
vw, T-Cross,2020,Manual,1306.0,Diesel,145.0,52.3,1.6,19999
ford, Kuga,2018,Automatic,24694.0,Diesel,145.0,58.9,1.5,14199
hyundi, I30,2015,Manual,29980.0,Diesel,0.0,78.4,1.6,8250
audi, A4,2016,Automatic,40882.0,Diesel,20.0,67.3,2.0,16500
merc, SL CLASS,2017,Automatic,2780.0,Diesel,30.0,70.6,2.1,21609
skoda, Octavia,2016,Manual,86220.0,Diesel,20.0,72.4,1.6,7795
ford, C-MAX,2014,Manual,30538.0,Petrol,,,1.6,7700
bmw, 3 Series,2017,Automatic,28580.0,Diesel,145.0,51.4,3.0,20500
hyundi, Ioniq,2018,Automatic,20000.0,Hybrid,135.0,78.5,1.6,15695
bmw, 3 Series,2017,Automatic,31528.0,Diesel,145.0,64.2,2.0,17100
hyundi, I30,2017,Manual,16570.0,Petrol,150.0,,1.4,11990
bmw, X2,2019,Semi-Auto,,Petrol,145.0,34.0,2.0,36995
skoda, Octavia,2019,Manual,13770.0,Diesel,145.0,67.3,1.6,14998
ford, Kuga,2018,Manual,30875.0,Diesel,145.0,54.3,2.0,17990
vauxhall, Insignia,2016,Automatic,60500.0,Diesel,150.0,51.4,2.0,8490
audi, Q2,2019,Manual,,Diesel,145.0,46.3,1.6,25990
ford, Focus,2019,Manual,10633.0,Petrol,145.0,60.1,1.0,17150
ford, Focus,2018,Manual,7359.0,Petrol,145.0,57.7,1.0,13295
skoda, Superb,2019,Manual,6152.0,Diesel,145.0,65.7,2.0,17990
toyota, GT86,2013,Automatic,28335.0,Petrol,200.0,39.8,2.0,11599
ford, Focus,2005,Manual,121000.0,Petrol,235.0,39.8,2.0,675
audi, A7,2019,Semi-Auto,5724.0,Diesel,145.0,48.7,2.0,30950
bmw, Z4,2019,Semi-Auto,9955.0,Petrol,145.0,38.7,2.0,32450
vw, Golf,2015,Manual,23536.0,Petrol,200.0,39.8,2.0,17990
hyundi, Tucson,2016,Manual,29293.0,Diesel,30.0,61.7,1.7,12495
bmw, 3 Series,2019,Semi-Auto,6429.0,Diesel,145.0,64.2,2.0,24997
vauxhall, Mokka X,2019,Manual,11741.0,Petrol,,39.2,1.4,12998
vw, T-Cross,2019,Manual,1000.0,Diesel,145.0,52.3,1.6,19850
merc, B Class,2019,Semi-Auto,7364.0,Diesel,,55.4,2.0,21590
hyundi, Tucson,2019,Manual,11229.0,Petrol,150.0,34.9,1.6,14999
vauxhall, Combo Life,2019,Manual,5234.0,Petrol,145.0,42.2,1.2,13990
toyota, Aygo,2018,Manual,2300.0,Petrol,145.0,56.5,1.0,8500
vauxhall, Mokka X,2018,Manual,21773.0,Petrol,145.0,47.1,1.4,11500
bmw, X3,2015,Manual,33269.0,Diesel,160.0,52.3,2.0,18192
vw, T-Roc,2019,Manual,4852.0,Diesel,150.0,50.4,1.6,22795
ford, Focus,2018,Manual,11382.0,Petrol,145.0,57.7,1.0,13500
skoda, Fabia,2017,Manual,22455.0,Petrol,150.0,60.1,1.2,8160
vw, Golf,2019,Semi-Auto,10300.0,Petrol,145.0,32.8,2.0,27995
ford, Focus,2015,Automatic,30292.0,Petrol,165.0,44.8,1.6,9500
vauxhall, Astra,2017,Manual,48681.0,Petrol,,62.8,1.0,8298
ford, Focus,2018,Manual,16063.0,Petrol,150.0,60.1,1.0,13995
ford, Kuga,2019,Manual,11567.0,Diesel,145.0,37.7,2.0,21790
vauxhall, Mokka,2015,Manual,29226.0,Diesel,30.0,65.7,1.6,9600
merc, A Class,2017,Manual,21107.0,Petrol,145.0,51.4,1.6,15699
toyota, Yaris,2017,Manual,13873.0,Petrol,150.0,58.9,1.5,10495
audi, A4,2016,Manual,41443.0,Diesel,30.0,,2.0,16995
vw, Golf,2016,Semi-Auto,24000.0,Petrol,160.0,44.1,2.0,18000
audi, Q2,2019,Manual,2916.0,Diesel,145.0,,1.6,20000
vauxhall, Mokka,2016,Manual,26481.0,Diesel,20.0,68.9,1.6,9500
bmw, 3 Series,2019,Manual,4503.0,Diesel,150.0,54.3,2.0,31490
toyota, Auris,2011,Automatic,150000.0,Petrol,0.0,70.6,1.8,4999
hyundi, I10,2015,Semi-Auto,3006.0,Petrol,160.0,45.6,1.2,8995
audi, A3,2012,Manual,63945.0,Diesel,,,2.0,9500
merc, C Class,2017,Automatic,19832.0,Diesel,125.0,61.4,2.1,23700
vauxhall, Grandland X,2019,Manual,8039.0,Diesel,150.0,48.7,1.5,16298
merc, C Class,2019,Semi-Auto,1000.0,Diesel,145.0,53.3,2.0,30919
bmw, X1,2016,Manual,32383.0,Diesel,20.0,68.9,2.0,16780
vauxhall, Astra,2019,Semi-Auto,1043.0,Petrol,145.0,42.8,1.4,15095
ford, Fiesta,2015,Manual,37000.0,Petrol,0.0,65.7,1.0,6499
bmw, X3,2013,Automatic,63023.0,Diesel,165.0,50.4,2.0,13000
vauxhall, Corsa,2004,Manual,64622.0,Petrol,160.0,44.8,1.2,1491
merc, GLA Class,2016,Automatic,36535.0,Diesel,125.0,56.5,2.1,17995
vauxhall, Astra,2018,Manual,14000.0,Petrol,140.0,51.4,1.4,13655
vw, Polo,2016,Manual,9613.0,Petrol,20.0,60.1,1.2,10700
vw, Passat,2016,Manual,100000.0,Diesel,,68.9,1.6,8482
vauxhall, Viva,2016,Manual,26524.0,Petrol,20.0,62.8,1.0,6490
vauxhall, Astra,2019,Manual,14179.0,Petrol,145.0,51.4,1.4,12498
ford, Fiesta,2015,Manual,42324.0,Diesel,,,1.5,7299
audi, Q3,2020,Semi-Auto,2166.0,Diesel,145.0,47.1,2.0,31990
vauxhall, Insignia,2018,Manual,30120.0,Diesel,145.0,61.4,1.6,12999
ford, Focus,2015,Manual,26201.0,Petrol,200.0,41.5,2.0,13838
audi, A4,2016,Semi-Auto,46899.0,Diesel,30.0,62.8,2.0,16050
ford, Fiesta,2018,Manual,11172.0,Petrol,,64.2,1.1,9300
ford, Focus,2015,Manual,21462.0,Petrol,125.0,51.4,1.5,10699
ford, Focus,2016,Manual,19276.0,Petrol,20.0,60.1,1.0,9511
bmw, 3 Series,2019,Semi-Auto,14572.0,Diesel,145.0,48.7,2.0,26998
bmw, 3 Series,2019,Semi-Auto,9598.0,Diesel,,47.9,3.0,33990
vw, Polo,2017,Manual,31716.0,Petrol,20.0,61.4,1.4,11679
audi, A4,2017,Manual,40075.0,Petrol,150.0,51.4,1.4,13990
skoda, Citigo,2017,Manual,44777.0,Petrol,,64.2,1.0,5995
vauxhall, Mokka X,2017,Manual,20157.0,Petrol,150.0,42.2,1.6,10498
ford, Fiesta,2018,Manual,31789.0,Petrol,150.0,65.7,1.0,9860
merc, C Class,2016,Manual,26108.0,Petrol,125.0,52.3,2.0,13900
ford, Ka+,2018,Manual,25000.0,Petrol,145.0,57.7,1.2,8261
ford, Puma,2020,Manual,899.0,Petrol,150.0,49.6,1.0,23970
bmw, 1 Series,2016,Manual,33489.0,Diesel,,,1.5,10700
ford, Fiesta,2017,Manual,25491.0,Petrol,0.0,,1.0,9298
bmw, 4 Series,2017,Semi-Auto,8161.0,Diesel,,65.7,2.0,21170
ford, Fiesta,2018,Manual,29740.0,Petrol,145.0,65.7,1.0,10500
merc, GLA Class,2016,Semi-Auto,47700.0,Diesel,125.0,56.6,2.1,17450
skoda, Fabia,2017,Manual,16052.0,Petrol,150.0,58.9,1.2,9990
bmw, 3 Series,2016,Semi-Auto,20756.0,Diesel,145.0,56.5,3.0,20998
merc, GLC Class,2019,Automatic,4766.0,Petrol,145.0,31.7,2.0,45881
skoda, Octavia,2013,Manual,44359.0,Diesel,20.0,68.9,2.0,9395
skoda, Kodiaq,2019,Automatic,14064.0,Petrol,150.0,34.0,1.5,21295
hyundi, Kona,2019,Manual,3702.0,Petrol,,44.1,1.0,14770
bmw, 5 Series,2018,Semi-Auto,24141.0,Hybrid,140.0,156.9,2.0,25998
ford, Kuga,2017,Manual,32909.0,Petrol,160.0,45.6,1.5,14500
vw, Polo,2017,Semi-Auto,17628.0,Petrol,,60.1,1.2,12800
vauxhall, Mokka X,2018,Manual,32744.0,Petrol,,39.2,1.4,11900
merc, C Class,2019,Semi-Auto,11242.0,Diesel,145.0,,2.0,29199
vw, Tiguan,2016,Semi-Auto,,Diesel,165.0,49.6,2.0,14995
merc, C Class,2017,Semi-Auto,14462.0,Diesel,20.0,67.3,2.1,23998
merc, C Class,2019,Automatic,13275.0,Diesel,145.0,58.9,2.0,25990
vw, Polo,2019,Semi-Auto,4085.0,Petrol,145.0,46.3,1.0,15871
merc, E Class,2016,Semi-Auto,56056.0,Diesel,145.0,65.7,2.0,19232
merc, CL Class,2019,Semi-Auto,101.0,Petrol,145.0,44.8,1.3,28929
ford, Fiesta,2018,Manual,9540.0,Petrol,145.0,65.7,1.0,11000
bmw, 2 Series,2019,Semi-Auto,5633.0,Diesel,145.0,49.6,2.0,22495
vauxhall, Corsa,2018,Manual,7822.0,Petrol,150.0,55.4,1.4,8495
skoda, Fabia,2016,Manual,17048.0,Petrol,20.0,60.1,1.0,6491
vw, Polo,2016,Manual,28537.0,Petrol,20.0,60.1,1.2,9995
vw, Passat,2017,Semi-Auto,20276.0,Diesel,145.0,,2.0,14802
vw, Golf,2019,Semi-Auto,5145.0,Petrol,145.0,44.8,1.5,19973
toyota, RAV4,2016,Automatic,40006.0,Hybrid,20.0,,2.5,20995
toyota, Aygo,2015,Semi-Auto,41564.0,Petrol,0.0,67.0,1.0,7290
merc, B Class,2013,Manual,48462.0,Diesel,125.0,61.4,1.8,9000
bmw, 1 Series,2016,Manual,47905.0,Diesel,,78.5,1.5,9977
merc, E Class,2017,Semi-Auto,9661.0,Diesel,30.0,,2.0,24912
hyundi, I10,2017,Manual,12268.0,Petrol,,57.7,1.2,7500
toyota, Yaris,2013,Manual,45763.0,Petrol,125.0,51.4,1.3,6675
merc, GLC Class,2019,Semi-Auto,8811.0,Diesel,145.0,41.5,2.1,27991
skoda, Fabia,2019,Manual,4573.0,Petrol,145.0,52.3,1.0,12495
audi, A4,2019,Automatic,11001.0,Diesel,145.0,47.9,2.0,25900
skoda, Octavia,2017,Manual,43457.0,Petrol,30.0,55.4,1.4,9495
ford, Focus,2018,Manual,21742.0,Petrol,145.0,61.4,1.0,11460
vw, Golf,2017,Manual,,Diesel,0.0,74.3,1.6,12699
audi, A7,2013,Automatic,76597.0,Diesel,200.0,47.9,3.0,14699
ford, Fiesta,2020,Semi-Auto,1352.0,Petrol,145.0,41.5,1.0,17481
ford, Fiesta,2017,Manual,24750.0,Petrol,145.0,65.7,1.0,9995
merc, C Class,2019,Semi-Auto,12437.0,Petrol,145.0,46.3,1.5,24899
ford, Fiesta,2018,Manual,28337.0,Petrol,145.0,65.7,1.0,13000
vw, T-Roc,2020,Semi-Auto,2000.0,Petrol,145.0,32.5,2.0,38990
vauxhall, Corsa,2009,Manual,67953.0,Petrol,165.0,46.3,1.4,2400
ford, Fiesta,2017,Manual,19147.0,Petrol,0.0,65.7,1.0,9950
vauxhall, Mokka X,2017,Automatic,16940.0,Petrol,145.0,,1.4,12500
vauxhall, Astra,2019,Semi-Auto,5000.0,Petrol,145.0,51.4,1.4,15000
vauxhall, Mokka X,2019,Manual,19133.0,Petrol,145.0,39.2,1.4,11999
ford, B-MAX,2017,Manual,31120.0,Petrol,145.0,57.7,1.0,8499
vauxhall, Mokka X,2019,Automatic,5108.0,Diesel,145.0,47.1,1.6,23000
merc, E Class,2018,Semi-Auto,6951.0,Diesel,145.0,70.6,2.0,30980
toyota, RAV4,2019,Automatic,10654.0,Hybrid,140.0,49.6,2.5,30495
bmw, X2,2019,Automatic,9401.0,Diesel,145.0,58.9,2.0,28988
audi, A3,2017,Semi-Auto,18389.0,Petrol,145.0,57.7,1.5,19698
audi, Q5,2019,Semi-Auto,7203.0,Diesel,150.0,55.4,2.0,32970
skoda, Octavia,2019,Automatic,7661.0,Diesel,145.0,53.3,2.0,17680
audi, A1,2015,Manual,42347.0,Diesel,0.0,74.3,1.6,10490
audi, A5,2016,Automatic,106000.0,Diesel,200.0,,3.0,13250
vauxhall, Viva,2019,Manual,1248.0,Petrol,145.0,46.3,1.0,7560
audi, A3,2017,Manual,21113.0,Petrol,145.0,55.4,1.5,19998
vauxhall, Mokka X,2019,Manual,9367.0,Petrol,145.0,39.2,1.4,12998
ford, EcoSport,2017,Manual,30994.0,Petrol,160.0,44.8,1.5,8891
bmw, 3 Series,2016,Automatic,31940.0,Diesel,30.0,64.2,2.0,15600
vw, Polo,2016,Manual,23175.0,Petrol,150.0,47.0,1.8,13490
merc, S Class,2012,Automatic,107000.0,Petrol,265.0,36.7,3.5,10948
vw, Golf,2018,Semi-Auto,22367.0,Diesel,145.0,67.3,2.0,15995
hyundi, IX20,2016,Manual,2542.0,Petrol,125.0,50.4,1.4,8495
ford, Ka+,2017,Manual,11000.0,Petrol,30.0,57.7,1.2,8495
merc, GLA Class,2016,Manual,4942.0,Diesel,20.0,64.2,2.1,17000
merc, A Class,2017,Manual,22298.0,Diesel,145.0,72.4,1.5,13499
toyota, Yaris,2011,Manual,115000.0,Petrol,30.0,54.3,1.3,2395
hyundi, Tucson,2016,Manual,15507.0,Diesel,125.0,58.9,2.0,16995
vauxhall, Insignia,2017,Manual,31602.0,Diesel,30.0,64.2,1.6,10798
ford, Fiesta,2017,Manual,21475.0,Petrol,150.0,65.7,1.0,9990
vauxhall, Viva,2017,Manual,25291.0,Petrol,20.0,62.8,1.0,5683
merc, E Class,2014,Automatic,,Diesel,125.0,58.9,2.1,12990
toyota, Yaris,2017,Manual,22305.0,Petrol,30.0,55.0,1.3,9800
vauxhall, Mokka,2015,Manual,125854.0,Diesel,,68.9,1.6,5695
ford, Fiesta,2016,Manual,19657.0,Petrol,125.0,54.3,1.2,7495
ford, Fiesta,2015,Manual,13325.0,Petrol,30.0,,1.2,9000
ford, Fiesta,2015,Manual,23640.0,Petrol,145.0,47.9,1.6,10500
vw, Polo,2014,Semi-Auto,13941.0,Petrol,20.0,60.1,1.2,10489
vauxhall, Corsa,2016,Manual,31435.0,Petrol,30.0,55.4,1.4,5791
ford, Fiesta,2018,Manual,15464.0,Petrol,145.0,64.2,1.1,9997
vw, Golf,2015,Manual,48760.0,Petrol,30.0,53.3,1.4,10290
skoda, Fabia,2019,Manual,13881.0,Petrol,145.0,61.4,1.0,10438
audi, A1,2017,Semi-Auto,26241.0,Petrol,30.0,57.6,1.4,13750
merc, B Class,2017,Manual,9300.0,Diesel,145.0,68.9,1.5,14199
bmw, X3,2014,Semi-Auto,45000.0,Diesel,165.0,50.4,2.0,14490
vauxhall, Corsa,2015,Manual,32995.0,Petrol,0.0,65.7,1.0,6874
audi, A1,2016,Manual,17248.0,Petrol,30.0,55.4,1.4,11750
vauxhall, Astra,2017,Semi-Auto,21338.0,Petrol,150.0,50.4,1.4,11498
vauxhall, Insignia,2017,Manual,48771.0,Diesel,150.0,54.3,2.0,12791
hyundi, IX20,2018,Manual,18390.0,Petrol,,50.4,1.4,10109
ford, Fiesta,2018,Manual,,Petrol,145.0,64.2,1.1,10050
bmw, X5,2016,Automatic,14286.0,Diesel,200.0,47.1,3.0,30991
ford, Fiesta,2010,Manual,54869.0,Petrol,,48.7,1.6,4795
hyundi, I30,2018,Manual,21802.0,Petrol,150.0,52.3,1.4,11671
merc, CL Class,2017,Manual,19190.0,Petrol,,51.4,1.6,17490
skoda, Karoq,2019,Automatic,3764.0,Petrol,145.0,40.9,1.5,91874
bmw, 1 Series,2016,Automatic,45000.0,Diesel,30.0,65.7,2.0,14589
skoda, Fabia,2017,Semi-Auto,19306.0,Petrol,150.0,61.4,1.0,11795
vw, Up,2019,Manual,1307.0,Petrol,145.0,54.3,1.0,10790
merc, C Class,2019,Semi-Auto,2000.0,Petrol,145.0,44.1,2.0,30749
toyota, Aygo,2018,Manual,33857.0,Petrol,145.0,69.0,1.0,6000
merc, A Class,2019,Semi-Auto,4493.0,Diesel,145.0,68.9,1.5,20490
ford, Fiesta,2015,Manual,32782.0,Petrol,0.0,65.7,1.0,7250
hyundi, Ioniq,2018,Automatic,13826.0,Hybrid,135.0,78.5,1.6,18890
merc, A Class,2017,Semi-Auto,24315.0,Petrol,150.0,52.3,1.6,17981
ford, Focus,2016,Automatic,61630.0,Diesel,0.0,67.3,1.5,8000
skoda, Octavia,2019,Manual,4301.0,Petrol,145.0,60.1,1.0,16500
merc, C Class,2015,Semi-Auto,68647.0,Diesel,30.0,64.2,2.1,14984
toyota, Yaris,2017,Automatic,49039.0,Hybrid,135.0,76.3,1.5,11300
vauxhall, Combo Life,2019,Manual,1733.0,Petrol,145.0,42.2,1.2,16658
ford, Fiesta,2014,Manual,48653.0,Petrol,0.0,65.7,1.0,6360
hyundi, Tucson,2019,Manual,11757.0,Petrol,145.0,34.9,1.6,15498
vw, Golf,2018,Manual,21317.0,Diesel,145.0,60.1,2.0,19995
audi, A6,2016,Manual,34110.0,Diesel,30.0,61.4,2.0,18500
bmw, 7 Series,2016,Semi-Auto,23600.0,Petrol,200.0,41.5,3.0,23995
skoda, Rapid,2016,Manual,74129.0,Diesel,0.0,78.5,1.4,5790
bmw, 1 Series,2019,Automatic,7314.0,Diesel,145.0,,2.0,21490
ford, Fiesta,2018,Manual,4103.0,Petrol,145.0,58.9,1.0,12800
ford, Fiesta,2015,Manual,50460.0,Petrol,150.0,47.9,1.6,9495
bmw, 5 Series,2018,Automatic,31905.0,Diesel,145.0,68.9,2.0,19999
audi, A1,2020,Manual,4000.0,Petrol,145.0,49.6,1.0,19444
audi, A5,2015,Manual,46637.0,Diesel,30.0,61.4,2.0,16498
vw, T-Cross,2019,Manual,100.0,Diesel,145.0,52.3,1.6,23990
vw, Golf,2015,Manual,54000.0,Diesel,0.0,74.3,1.6,7990
